bearing,file,h_rms,h_kurtosis,h_skewness,h_p2p,h_shape_factor,h_spectral_centroid,h_fft_band_energy_ratio_0,h_fft_band_energy_ratio_1,h_fft_band_energy_ratio_2,h_fft_band_energy_ratio_3,h_fft_band_energy_ratio_4,h_fft_band_energy_ratio_5,h_fft_band_energy_ratio_6,h_fft_band_energy_ratio_7,h_wpt_energy_ratio_0,h_wpt_energy_ratio_1,h_wpt_energy_ratio_2,h_wpt_energy_ratio_3,h_wpt_energy_ratio_4,h_wpt_energy_ratio_5,h_wpt_energy_ratio_6,h_wpt_energy_ratio_7,v_rms,v_kurtosis,v_skewness,v_p2p,v_shape_factor,v_spectral_centroid,v_fft_band_energy_ratio_0,v_fft_band_energy_ratio_1,v_fft_band_energy_ratio_2,v_fft_band_energy_ratio_3,v_fft_band_energy_ratio_4,v_fft_band_energy_ratio_5,v_fft_band_energy_ratio_6,v_fft_band_energy_ratio_7,v_wpt_energy_ratio_0,v_wpt_energy_ratio_1,v_wpt_energy_ratio_2,v_wpt_energy_ratio_3,v_wpt_energy_ratio_4,v_wpt_energy_ratio_5,v_wpt_energy_ratio_6,v_wpt_energy_ratio_7,temperature
Bearing1_1,acc_00001.csv,0.08232391875166532,-0.2544852612089942,0.2740653739423269,-0.22802499709172294,-0.7922582105855778,-0.5811183669582491,-1.18995647813519,-0.4666070435672363,3.711458700108792,0.7550557971796845,-0.4485511544194313,-1.0900035778413504,-0.7247684824165155,-0.7217265835732057,-1.1788556849992258,0.5666230946401943,3.588539014416354,0.5964038320420361,0.09571322701290523,0.03487145145171578,-0.7021989395709999,-0.7139363031506416,-0.26560598560832027,-0.20548837996750785,0.05389820649944468,-0.34188617654485115,-0.3194013847114014,-0.7440665390272495,-0.5289578080918361,1.6189893444435361,0.8681418981114586,1.2694427067409688,-0.6825693909227866,-0.05246662291133158,-0.4983363369187324,-0.6117848083885459,-0.45169562769145594,1.4989089867902354,1.2112094830851843,0.6020828761877072,0.02616622291426831,-0.2645169505034719,-0.5778345364804118,-0.6221177954342262,0.4605947221140826
Bearing1_1,acc_00002.csv,0.016447534075957965,-0.24996656122582564,0.22196438605434266,-0.2529050335522747,-0.764391844539492,-0.6616462336751034,-1.0727634480750414,-0.3717449630343895,3.570000263480677,0.3840710474211312,-0.4267174195656431,-1.0348754771432724,-0.7361749081133682,-0.7187244646690227,-1.0858390563729339,0.27697987135888186,3.787191169679855,0.46558530503490836,-0.1307754273910804,-0.03863721125018792,-0.7545701495233127,-0.7107759412310853,-0.3084225136765178,-0.19870608198475076,0.17398361968325382,-0.339575190132178,-0.26006683442510714,-0.8051104582413006,-0.42949914999896394,1.9303874203028029,1.024183419358218,0.9227444686709799,-0.6406748008542881,-0.12450092238430581,-0.5945803554920576,-0.5659519931625578,-0.3546425142895697,2.09072081893904,1.036182592339854,0.608139726209215,-0.1291445184849487,-0.3712124421309085,-0.6938777026608723,-0.5670211509360737,0.4605947221140826
Bearing1_1,acc_00003.csv,0.006666820970414917,-0.23857456235527685,0.2733114114444149,-0.24598351964971518,-0.5995272600210692,-0.5858933856491201,-1.1041402006810532,-0.41918973799922815,3.512689224968628,0.7387129231483649,-0.5446945184317207,-1.0379698403908884,-0.6795798681702307,-0.7152734650469674,-1.1037386265303364,0.3527040673257359,3.5552151537608307,0.7917558477829871,-0.015593422730843094,-0.08395967617113008,-0.6659290551559928,-0.7067977090625378,-0.2950376449577899,-0.20645517520585538,0.010303196009805634,-0.3762428412132592,-0.2857417702162778,-0.7049080209406811,-0.514800133322251,1.2508469690728186,0.7547387102368045,1.433054691144499,-0.8403564663475477,-0.1751517057131128,-0.23421519507052904,-0.6136242457574919,-0.3559914646340153,1.3246047448444505,0.6654857753211993,1.058176879851226,-0.2193283085976723,-0.4203964129884205,-0.18775009440690635,-0.6119387944448251,0.4605947221140826
Bearing1_1,acc_00004.csv,0.06522610634895974,-0.23760646047800302,0.0875702502996105,-0.22521897794203663,-0.5516858961043576,-0.5950807533842725,-1.1510220242968219,-0.5572062685734551,3.7139597091886865,0.7421082594505655,-0.5132826374130953,-1.0292607673598841,-0.7118665615068309,-0.716271376525032,-1.1514796428930096,0.5583012881204065,3.5020270528259076,0.6808199065664738,-0.012245040413848732,0.08842563191774735,-0.6797726075803318,-0.7105972666340097,-0.23754050122783013,-0.20834587063584475,0.036362254957192176,-0.37454811784396547,-0.33567169609388264,-0.7373977473664038,-0.5612498810411864,1.5226275803149758,0.9208300625595472,1.3857751974023413,-0.8145096174738343,-0.023606595157081994,-0.5200611053297445,-0.5949812500359434,-0.41082496963028503,1.5942397844190443,0.9073916955997482,0.8931596098433167,-0.06121508225945167,-0.4133333317667109,-0.5320518538053088,-0.5758332661504628,0.4605947221140826
Bearing1_1,acc_00005.csv,0.09445908190216042,-0.25969815051194217,0.20121266239818406,-0.2927505054778202,-0.7601303590071792,-0.5850617211740068,-1.1473718738850531,-0.6857855765416164,3.839169974121996,0.700830345291059,-0.5168170432358015,-0.9759908673031801,-0.7364784829980973,-0.7199726028239666,-1.1603998835985445,0.21864956318807421,3.872938382647741,0.5989882802462374,-0.1096573520976604,0.3279880329838349,-0.7265336724931468,-0.7118983846196029,-0.3001135546444383,-0.2054787371642324,0.18014840164970902,-0.41013730859913256,-0.3221678154427264,-0.6321146330109364,-0.43273752524273046,1.1904937765590582,0.7527127815099895,1.4000997969911395,-0.7522207095785814,0.25032151928869767,-0.5729482625610274,-0.5496437740704014,-0.4174139026995441,0.8863342115573811,1.1499108375237284,0.9853094612245338,-0.3228446095792651,-0.04206277563729883,-0.48593296409752257,-0.5788367466619333,0.4605947221140826
Bearing1_1,acc_00006.csv,0.038883184631292235,-0.23139511836566035,0.3504403490831919,-0.23943614163378046,-0.5085523938701342,-0.6203181838445844,-0.9761241870191012,-0.5895372977807161,3.4644108141820764,0.6270267948027903,-0.45322788436419476,-0.9412074850803939,-0.7130220572931696,-0.7149206555810986,-0.9686600950160913,0.10899480179150907,3.464861607038327,0.7452088427081842,-0.001706000326453295,0.2288897171087374,-0.6894581341226017,-0.7077930753391548,-0.27469825524841324,-0.20874837453834283,0.1545106266150429,-0.39642545588393835,-0.32487036334998304,-0.6937797219309599,-0.41738945108054565,1.336147867721195,1.0018013836258741,1.0875164063669494,-0.7078954398689915,0.47116241127276176,-0.7120805138349132,-0.5784432259610481,-0.3415290251447298,1.2628641503329638,1.0645134073784475,0.8696317728105357,-0.2765154733589355,0.08740185727900494,-0.6598366758279363,-0.5695029513662371,0.4605947221140826
Bearing1_1,acc_00007.csv,0.0005871546264714348,-0.24195296672483174,0.3752938442331841,-0.2792816135593259,-0.5872313890059266,-0.5967113567747175,-1.037462280746109,-0.5479608249891413,3.255177305094419,1.4346616349228507,-0.4878694269571577,-0.9200023471195317,-0.7460676401715362,-0.7146375059421877,-0.8985605631917776,-0.30794484303267367,3.438220331101737,1.3343478927719876,0.36580433714212945,0.08951371120408141,-0.7386286917285205,-0.707947815847009,-0.22659775942624655,-0.20710708226723407,-0.015229482147433486,-0.3297149814381058,-0.32073686454129213,-0.7580653491727831,-0.41323014666339464,1.4177438261918647,0.7841279229369962,1.8247026523247465,-0.806607506998349,0.4447358085670295,-0.9611813813348805,-0.5840592134411408,-0.29605116393606534,1.1760781383529568,0.8875593234697573,1.5246055663508455,0.03344489094094003,-0.15525738227063401,-0.9379570164960798,-0.5929242909821989,0.5425029602893418
Bearing1_1,acc_00008.csv,0.029511717377777944,-0.23117131488536388,0.362855307154676,-0.2184845319827895,-0.5955397819500123,-0.54729103119395,-1.1295161986954603,-0.6086498701571502,3.6789791491763375,0.7982074753597489,-0.4821184621112188,-0.8965860614587153,-0.7235205428169244,-0.7110951789829707,-1.0719889896502015,0.0032649468374799447,3.7130830652897435,0.8475620414003461,-0.025944390975218463,0.4141618447527619,-0.7012127205284895,-0.700127446172744,-0.2605075441223516,-0.19826863410946183,0.009210235475046777,-0.29304733035702457,-0.2571011357806404,-0.6162972397655659,-0.401008792280355,1.2705588819764122,0.6407970703673052,1.2752109091137958,-0.6390392137210082,0.72588787455314,-0.7513975804362547,-0.5558925130781472,-0.2520615370018385,1.113019021762204,0.8644010858510107,0.9269980128483686,0.057387042461240774,-0.24213444400709183,-0.6075341466278689,-0.5367463374111462,0.5425029602893418
Bearing1_1,acc_00009.csv,0.09378463464791924,-0.22076320235119976,0.3340166543729302,-0.16273828487568837,-0.587710526315902,-0.5774079156653827,-1.1347250785462397,-0.7726032390566767,3.8946127461080358,0.6898010367807629,-0.5232209556668084,-0.9678889833232661,-0.7530170756321274,-0.716046051677681,-1.1390876261871759,-0.055697206695017744,3.939596560194419,0.8920927508122767,0.04188353871912076,0.255387456821273,-0.737404089055774,-0.7073888353729262,-0.22743189646827247,-0.19894074408035334,0.19255192354864112,-0.32216575915670664,-0.2714049218750784,-0.7298481879803529,-0.5672565975665195,1.4645122997704125,0.9273399776990671,1.3029095372442252,-0.42716529225554556,0.37491395232821867,-0.9091077649917566,-0.5777757777214196,-0.43941299915111354,1.4894751025638675,1.073547699917682,0.8291151351143267,0.2927761937272806,-0.06502032120671404,-0.9513743601514686,-0.5823236884274046,0.5425029602893418
Bearing1_1,acc_00010.csv,0.012593587255690927,-0.22715207800359383,0.28841904739170043,-0.2981754758338804,-0.4583971210103615,-0.4896457764802439,-1.032627778794085,-1.0672491775893278,3.7572393846822214,1.0595041250310442,-0.40258170870091625,-0.8886567881475161,-0.7235016545278082,-0.7073039953451765,-1.0646084819887827,-0.1848821546504822,3.505833370470616,1.7698563111241823,0.13301683008282897,0.33663723342423074,-0.7198266084979434,-0.6973340386954523,-0.2147524112456192,-0.20161591204068954,0.013090609336166488,-0.3318719020899341,-0.23818997201359793,-0.5670360990540708,-0.5885361065311117,1.0921467144845447,0.7533595722381875,1.170344992282794,-0.6121238609255221,1.2192377046133933,-0.9401468038874516,-0.5221855159581771,-0.5545623374607779,1.1232359605609232,0.9204798283430067,0.9306073546397983,0.13522295836905546,0.2227710412799904,-0.7846697818821923,-0.5530066847697064,0.5425029602893418
Bearing1_1,acc_00011.csv,0.03257425082401333,-0.20311634076642507,0.35629833267473643,-0.046943227965300524,-0.43078362661710395,-0.537665978888532,-1.096773478423676,-0.9632199741068581,3.84335220160717,0.959182037931131,-0.4454398168291404,-1.0017591107514527,-0.7359103601445708,-0.7067677664542166,-1.0783787078715734,-0.3549823482513264,3.6921215801510407,1.7084161662029003,0.1804601499019934,0.41276726466683256,-0.7257792821300978,-0.6973991739597957,-0.20675532572398073,-0.20159448943563302,-0.0341621147814271,-0.2867306341623846,-0.3014599219785465,-0.6384603207535408,-0.5259682567396968,0.6746512074711815,1.0680242408480196,1.4974442869615376,-0.5511801344301118,0.4996049269345308,-0.9309991373378761,-0.5227450280148249,-0.4026549704667247,0.6987516379210935,1.0670003619740234,1.300564920073483,0.09455890778420618,0.11908112813239506,-0.9466897070946476,-0.542713539001852,0.5425029602893418
Bearing1_1,acc_00012.csv,-0.013518171005235181,-0.22211829870826105,0.4969265924751156,-0.27441784703320304,-0.5124577727268328,-0.41665529206580354,-1.114963477045162,-0.9629460461683812,3.8112047119820986,0.9459644090846466,-0.29996606290411054,-0.7784972881623929,-0.6995935579409027,-0.6999778890776268,-1.0991993036880185,-0.5547804807059229,4.021265968333923,1.1967444247958638,0.06246338695558711,0.8523607559360967,-0.6885136308599761,-0.6868991917109056,-0.18067924855781142,-0.20133548043222274,0.05429235408548864,-0.2711699923170518,-0.28636546667403706,-0.49823155200804964,-0.4709847565039733,0.8388535508307005,0.5425770139149444,1.21017636981437,-0.4820265376261264,0.7345459743516969,-0.6182020960252953,-0.5141262554628477,-0.4309167452208866,0.6486162699279191,0.7578930730605776,1.016922354970945,0.04507056626134941,0.4043471578634385,-0.6761268034035497,-0.5062953333075559,0.5425029602893418
Bearing1_1,acc_00013.csv,0.047377198836507935,-0.24127942764543797,0.1733128855185241,-0.21867159992610183,-0.5722704080787704,-0.44549575749737186,-1.1465100455311528,-1.1281317181137778,4.108403647871607,0.8112325211564331,-0.5025023446735793,-0.9266705893753556,-0.7282310043510177,-0.7015071856422773,-1.1764134009129912,-0.502408784380561,4.341408896841141,0.9505500625848434,-0.025982265910183402,0.3979255265938351,-0.6930571029507461,-0.694627947939914,-0.19168192122104236,-0.20350570629428863,0.07220118054466422,-0.37023427654030894,-0.2555481893213972,-0.5503299703732139,-0.5512870039359878,0.5928076526582441,0.8968996382746055,1.5100247857355051,-0.65136622730708,0.9756734143535649,-0.9499528731897819,-0.5221098314660334,-0.4980501387128193,0.5514469422614819,0.9846701089768829,0.9811461826542772,0.31137079712309573,0.04319146834709512,-0.7046790358235929,-0.5242052762224088,0.6091514189871412
Bearing1_1,acc_00014.csv,0.05521153094255129,-0.23925021054691403,0.18775214151832478,-0.22016814347260125,-0.6371248750574487,-0.45670614363828,-1.1413503730464687,-0.9284879547056756,3.8543512435002274,1.0103375761266689,-0.483882244193887,-0.821369652650268,-0.7138915612961373,-0.7043048249170004,-1.1208649261139516,-0.22552363417666677,3.8598538307667956,1.1236412213018803,0.1068998189264166,0.5729917828763642,-0.7097443034021109,-0.6942543929732883,-0.13563202202327745,-0.20021580645384623,-0.03205950740699278,-0.3176978520922052,-0.27958344323910783,-0.5299284287258469,-0.5433901747633323,0.5116411650612158,0.7541628185744467,1.6349286802982537,-0.7277452186950973,0.9113734798439639,-0.7683509262723548,-0.558923334658672,-0.5418152365249665,0.4288780827325969,1.040667992744999,1.1640172791535162,-0.15634021961805367,0.4135399196755368,-0.6913009735038137,-0.5228694838133248,0.6091514189871412
