bearing,file,h_rms,h_kurtosis,h_skewness,h_p2p,h_shape_factor,h_spectral_centroid,h_fft_band_energy_ratio_0,h_fft_band_energy_ratio_1,h_fft_band_energy_ratio_2,h_fft_band_energy_ratio_3,h_fft_band_energy_ratio_4,h_fft_band_energy_ratio_5,h_fft_band_energy_ratio_6,h_fft_band_energy_ratio_7,h_wpt_energy_ratio_0,h_wpt_energy_ratio_1,h_wpt_energy_ratio_2,h_wpt_energy_ratio_3,h_wpt_energy_ratio_4,h_wpt_energy_ratio_5,h_wpt_energy_ratio_6,h_wpt_energy_ratio_7,v_rms,v_kurtosis,v_skewness,v_p2p,v_shape_factor,v_spectral_centroid,v_fft_band_energy_ratio_0,v_fft_band_energy_ratio_1,v_fft_band_energy_ratio_2,v_fft_band_energy_ratio_3,v_fft_band_energy_ratio_4,v_fft_band_energy_ratio_5,v_fft_band_energy_ratio_6,v_fft_band_energy_ratio_7,v_wpt_energy_ratio_0,v_wpt_energy_ratio_1,v_wpt_energy_ratio_2,v_wpt_energy_ratio_3,v_wpt_energy_ratio_4,v_wpt_energy_ratio_5,v_wpt_energy_ratio_6,v_wpt_energy_ratio_7,temperature
Bearing2_2,acc_00001.csv,-0.6141291589346507,-0.2265323817342452,0.4424156455628127,-0.5071303685138534,-0.43884011685141555,-1.02807914361425,-0.392975590365164,0.26666013984524856,2.0725472455223954,0.17630533413989635,-0.6325539721141168,-1.0826297843073058,-0.8057053717088326,-0.7304020653605456,-0.3670748534516508,0.32171275120124415,2.3862777254868717,0.38998735890458136,-0.4125019352994048,-0.3173762934036874,-0.7975113836888511,-0.7225670177660186,-0.9762412993921862,-0.20914031449707735,-0.1066071314026818,-0.6381546346495534,-0.3818615897503098,-1.5000991020844512,1.2906802895002927,2.559309574945082,1.5850831621257588,1.7186218953832044,-1.0503000123925736,-1.3587164950220085,-1.3933270980719437,-0.6261470738136803,1.2296205401853768,2.5261374764666544,1.8190557779211831,1.100041301956249,-0.17107724013843836,-1.9746459369183549,-1.4979395269353877,-0.6517471122031204,-0.7611682538804797
Bearing2_2,acc_00002.csv,-0.6812993942777303,-0.24209592931745721,0.3279010733937677,-0.6044056990363116,-0.6725764569566776,-0.8593629275429275,-0.4856190391971639,0.39612157940228554,1.9099481039852249,0.5399087463891724,-0.4920720819896615,-0.9668590390859069,-0.7410100994937566,-0.7187597785379726,-0.5127534332522155,0.6733642075640237,2.2507944842959486,0.4608121676771574,-0.05127139692332745,-0.542930290192415,-0.7369188528363695,-0.7113927032105755,-0.9391821968988538,-0.19576578020100857,0.1572175853393079,-0.5977894053081951,-0.20018246925069139,-1.2970482606219396,0.7629113078836872,2.487791553932551,1.3601336057592106,1.4124578523602258,-0.6507912188632092,-1.3243979348057087,-1.2165162141785824,-0.5337625619800139,0.7800527239457404,2.147494073949669,1.8865016648864799,0.8172852228582905,0.01725265291379411,-1.8693889196753763,-1.3071406531475736,-0.5780936881048511,-0.7611682538804797
Bearing2_2,acc_00003.csv,-0.6605999335685067,-0.25035808933667936,0.5103786196253365,-0.5903756032878802,-0.8842767255392977,-0.8529796248270295,-0.5631570689469335,0.20741558733940801,2.132909639732573,0.6856123417964688,-0.4504247619085761,-0.8984854151502145,-0.7388602860744292,-0.724835930211368,-0.5150639162743446,0.8818477335183671,2.010803313240476,0.5934981254368968,-0.07819714883487673,-0.42398025593316746,-0.7294810251648419,-0.7160101166112661,-0.9057872950159355,-0.20594226580778696,0.08865016851099736,-0.5859263417231394,-0.32586986141795005,-1.3101680504413553,0.7077190091194857,2.5892730475271133,1.5001316631886092,1.5213859770368396,-0.8932295315470027,-1.182863604470789,-1.2033031086078865,-0.6186011599480291,0.8930423032115605,2.451234582092665,1.666600082455752,0.9729877851700471,-0.1288164747315821,-1.749922814842334,-1.3258117663513214,-0.614413710758894,-0.7611682538804797
Bearing2_2,acc_00004.csv,-0.5975634909301533,-0.23290380049724774,0.13101682664176617,-0.5409896662534014,-0.6917671664732273,-0.7976283084806483,-0.4650674487703226,-0.08411146259624783,1.991951951551332,1.2034216329670755,-0.5067278629383323,-0.8273171804992144,-0.7253613877028818,-0.7216077396661199,-0.4371445533301982,0.6243490305628302,1.7895871070242124,1.078341898208184,0.2430301465467625,-0.33323615520513494,-0.7195155711065038,-0.710378917241403,-0.8613467963467318,-0.20563089024462944,-0.03575982804302687,-0.5823828292237072,-0.2841515520399302,-1.1675777342273341,0.32501916718406043,1.3128480223422565,1.6261536506043992,2.105101197378738,-0.9909574776591955,-1.120008855586744,-1.0781184467967309,-0.5935058529143761,0.3576106335736663,1.624645649557718,1.736606565021466,1.401406138684136,-0.07194356985641581,-1.5539919598243253,-1.1976327124156632,-0.6045515605812009,-0.7611682538804797
Bearing2_2,acc_00005.csv,-0.5793742522357129,-0.21647592216264616,0.05355805246084403,-0.5314492011444679,-0.4739614951404737,-0.7850779370916228,-0.6391725902522142,0.2065945908182216,2.0480729435152534,1.2146106221416546,-0.4906834238684471,-0.8162626702955507,-0.7107075587805978,-0.7226593941088797,-0.6393896943079186,0.614604736298088,2.1493404247722734,1.2228730747275405,0.12233036740660133,0.006853261924138759,-0.703047070912174,-0.7131354237112203,-0.7703084711773742,-0.18891289300700034,0.05746374441780803,-0.4810075585877769,-0.19120214904142424,-1.1358658037615796,0.05494644195361981,1.8846373905722764,1.0499984027243314,2.550202641185164,-0.7075905294398814,-1.2473336859180268,-1.1346937925422236,-0.6062192525059461,0.22183872927194506,1.8833265790105644,1.0726504207736607,2.069638778177408,0.24457927895340828,-1.8234647589875075,-1.2021606040125996,-0.6087900611008357,-0.7611682538804797
Bearing2_2,acc_00006.csv,-0.5627407273407388,-0.20448830908310436,0.19998737119533785,-0.5073174364571658,-0.45527349717527676,-0.7787373096896232,-0.6458189977646486,0.12885791061611554,2.1847358966323367,1.047720355040419,-0.5013019808497048,-0.8129294151574487,-0.704163983397555,-0.7247236016169668,-0.7279689461232625,0.5981026608429444,2.4209697335083122,1.1352881678924247,-0.019916804079104334,0.06194867329529936,-0.7105331193472549,-0.7157317516149745,-0.7819944425454177,-0.20286980234565918,0.01940313258030879,-0.5498749536854377,-0.31410896303874314,-1.1604752921670696,0.3567146087505518,1.2575898922949988,1.2190938586022548,2.4828685574157356,-0.8413012382858133,-1.1224773954388132,-1.0554821293057173,-0.625899752629901,0.3606016848041656,1.4294467688635317,1.2520415371990317,1.7359320354810541,0.3857695340621418,-1.5020937233029013,-1.1843792911033868,-0.6461934006502543,-0.7611682538804797
Bearing2_2,acc_00007.csv,-0.5875546226863282,-0.24636602178720154,0.3602275027402078,-0.5561421696617073,-0.7773890866604536,-0.6957277670437477,-0.7105376283727567,0.016341612333333557,2.2763942097703156,1.204403204594053,-0.4672723256122753,-0.5746522457309109,-0.6606402139723326,-0.7211100969786348,-0.7344948724911894,0.2640113953157058,2.6366663259878473,1.2697242486646123,0.04219620547612221,0.18503029455909276,-0.696469898321475,-0.7122757336616015,-0.7720757064481457,-0.19748231003933328,0.16135607254400003,-0.5375496928178475,-0.25952147086232186,-1.0229583587735516,0.20628770154095571,0.9522603325395081,1.2197826439078476,2.294727880402956,-0.8541786168778913,-0.9287004578781587,-0.9119244064494925,-0.5921718062710207,0.22418303152449112,1.4456906161508305,0.9579172777869259,2.027288054739034,-0.07828837184222857,-1.142039366748129,-1.0368911719596607,-0.6143973938788975,-0.7611682538804797
Bearing2_2,acc_00008.csv,-0.5532206173922115,-0.22197080668026,0.4789064254207193,-0.4921649330488598,-0.6158303686745591,-0.7031926083668599,-0.7515624771384581,-0.21508855731593535,2.7244164544054463,0.7308794877048379,-0.48928492475521806,-0.6199919766187797,-0.6749196629930008,-0.722975246232385,-0.7173086272977387,0.13340674972019928,2.80142495330123,0.9881177477686371,0.017385741169700895,0.29691189532665185,-0.6689609213758172,-0.716684403526738,-0.7308244805173446,-0.1999948385656699,0.12606066467131316,-0.5071987379314064,-0.25690965800998694,-1.0896879332655929,0.2123841447875696,1.4711055965558377,1.4371114689891984,2.0702813969132077,-0.9619907322247654,-1.0067115257132146,-0.9855777388080827,-0.6094209804673515,0.1985535639064611,1.4902317906793212,1.32357565547878,1.7019124312713598,0.054692261583822,-1.3091575428573359,-1.049864053624488,-0.6565123156100887,-0.7611682538804797
Bearing2_2,acc_00009.csv,-0.46682141781882974,-0.2322463983236093,0.31733930366095986,-0.3881551565671543,-0.6947318021760618,-0.775222939738639,-0.7423005915471733,-0.22216600079572635,2.8659647936661012,0.40311079069662836,-0.536035690373868,-0.7764073678820257,-0.6853728097307942,-0.7264865858356109,-0.7807486401588465,0.4895980249983274,2.8161634724359157,0.6684549738566956,-0.21713364333639937,0.1938803192123593,-0.6773406397523805,-0.7190875147351635,-0.719978335765756,-0.20289864191165466,0.16199478770094544,-0.5287679444496893,-0.2724494319491445,-1.063875130306401,0.14006720630223335,1.358349471918205,1.5483107191214867,1.5904274926844557,-0.660594384736214,-0.9973333011768784,-0.9053979442666951,-0.6004417554426162,0.23788249484425147,1.4859437031660228,1.4095763263391405,1.5667249884353232,-0.2157159826102731,-1.2691762253720924,-0.9525511064941223,-0.6264942383419355,-0.7611682538804797
Bearing2_2,acc_00010.csv,-0.5663405115642393,-0.2134300997650211,0.04357290179697654,-0.5142389503597252,-0.5109904411285972,-0.7106072037333031,-0.4298330026428018,0.2632714559246441,1.6278543683835254,0.994401896165971,-0.3485711713672371,-0.6182765233059297,-0.5990310746841467,-0.7203588595982695,-0.3763142474776798,0.28296103537702866,1.82744262539378,1.1571993972573635,0.26932395338897125,-0.1045139733846479,-0.6090056944629567,-0.7107312093761395,-0.7043692228138582,-0.2026329656966153,0.15193758845792008,-0.5095097243440795,-0.2958907749363033,-0.9202772134598538,0.2314414463623518,1.0792009791175783,1.0464483802790343,1.8776976668736327,-0.7315664362602424,-0.9984172206067364,-0.6206083672825967,-0.5929689558972544,0.27028269782319025,1.132238387546644,1.1286235756772918,1.5717757100662304,-0.12832990045475842,-1.247125087874072,-0.6640683633978955,-0.6251602808448494,-0.7611682538804797
